1.29074 0.00555458
1.62736 0.00623085
1.84053 0.00764725
2.10777 0.00684368
2.2612 0.00972053
2.46496 0.00962121
2.5978 0.010892
2.77319 0.0117989
2.91584 0.0119753
3.08329 0.0118588
3.19623 0.0134109
3.35311 0.0156206
3.44297 0.0145521
3.59162 0.0131335
3.6852 0.0159484
3.84201 0.0148427
3.94847 0.0153195
4.01781 0.016027
4.12357 0.0166189
4.25422 0.0175059
4.32842 0.0182718
4.42458 0.0184338
4.48706 0.0202288
4.61641 0.0173525
4.71 0.0192571
4.82905 0.0195032
4.86958 0.0196392
4.96518 0.0220562
5.02976 0.0199306
5.16365 0.022723
5.22362 0.0196953
5.29026 0.0224104
5.37313 0.0228804
5.43881 0.025449
5.52887 0.0216558
5.67657 0.0226052
5.66795 0.0266541
5.75557 0.0244316
5.83046 0.0240516
5.94596 0.0230773
5.97296 0.0262178
6.05751 0.0251846
6.1043 0.0234478
6.1871 0.0250262
6.24193 0.0261396
6.29918 0.0280178
6.32747 0.0250798
6.46134 0.0292186
6.54131 0.026564
6.58626 0.0241985
6.65408 0.0282833
6.68612 0.0250076
6.79494 0.0271088
6.85285 0.0276346
6.89652 0.0322309
6.97646 0.0341673
7.00214 0.0279845
7.12987 0.0303859
7.17726 0.0277046
7.19473 0.0283815
7.28699 0.027374
7.31845 0.0285943
7.37242 0.0340344
7.45465 0.0296755
7.48769 0.0334304
7.55627 0.0333163
7.61038 0.0323447
7.63526 0.0296682
7.70576 0.0343308
7.80266 0.0350058
7.80325 0.0305621
7.92352 0.0331402
7.93831 0.0303951
7.98831 0.0354109
7.99982 0.0310741
8.11765 0.0344352
8.13049 0.034115
8.23401 0.0342121
8.22771 0.0301152
8.3051 0.0339192
8.34112 0.0332917
8.40153 0.0335722
8.42164 0.0339573
8.47526 0.0386059
8.57505 0.0399248
8.60807 0.0356752
8.67276 0.0377324
8.70424 0.0383463
8.8036 0.0335275
8.78923 0.0334325
8.80983 0.0397635
8.93921 0.0383601
8.91564 0.0415017
9.00554 0.0363098
8.99384 0.0346123
9.06602 0.0332735
9.10441 0.0370956
9.18 0.0388899
9.23378 0.0364001
