15.3568 0
15.0083 0.34846
15.0812 0.213984
15.0817 0.15131
15.0606 0.119095
14.9702 0.132785
14.9612 0.112577
14.9222 0.105015
14.9454 0.0954742
14.915 0.0906348
14.9767 0.102573
14.9864 0.0941365
15.0196 0.0927347
15.0066 0.0868259
14.9953 0.0816264
15.0018 0.0766353
14.9922 0.0726273
15.0112 0.0710562
14.9845 0.0722964
14.9575 0.073707
14.9592 0.070128
14.9689 0.0675759
14.9536 0.066378
14.9475 0.0638367
14.9317 0.063252
14.9672 0.0704175
14.9699 0.0678105
14.964 0.0656073
15.0096 0.0780296
15.0141 0.0755176
15.0142 0.073041
15.0162 0.070749
15.0086 0.0689916
14.9998 0.0675092
14.9856 0.0670705
14.981 0.0653428
14.977 0.0636753
14.98 0.0620463
15.0041 0.0650799
14.9914 0.0646918
14.9977 0.0634119
15.0121 0.0635354
14.9999 0.0632373
15.0142 0.0634181
15.0145 0.0619935
15.0109 0.0607387
15.0117 0.0594377
15.0168 0.0584139
15.0164 0.0572108
15.0248 0.0566798
15.0213 0.0556666
15.0138 0.0550975
15.0196 0.0543521
15.0271 0.0538716
15.0372 0.0538254
15.0477 0.0538855
15.0466 0.052942
15.0592 0.0535335
15.071 0.0539147
15.0705 0.0530108
15.0613 0.0529352
15.0588 0.0521371
15.0504 0.0519869
15.0506 0.0511688
15.0355 0.0526056
15.0344 0.0518137
15.0301 0.0512145
15.0293 0.0504629
15.032 0.0497992
15.0367 0.0493093
15.0385 0.0486439
15.038 0.0479666
15.0285 0.0482455
15.0269 0.047615
15.0301 0.0470852
15.0254 0.0466949
15.0275 0.0461322
15.029 0.0455607
15.0257 0.045099
15.0322 0.0449936
15.0346 0.0445012
15.0295 0.0442488
15.0288 0.0437191
15.0289 0.0431957
15.0295 0.0426898
15.0301 0.0421939
15.0242 0.0421184
15.0193 0.0419268
15.0191 0.0414533
15.0228 0.0411568
15.0265 0.04087
15.025 0.0404537
15.0268 0.040059
15.0139 0.0416738
15.0129 0.0412455
15.0142 0.0408353
15.0146 0.0404143
15.02 0.040359
15.0257 0.0403461
15.0293 0.0401022
15.0205 0.0406566
15.0205 0.0402561
15.0186 0.0399085
15.0213 0.0396118
15.0156 0.0396455
15.0117 0.0394636
15.0054 0.0395914
15.0031 0.0392931
15.0067 0.0390958
15.0086 0.0387863
15.0062 0.0385104
15.0066 0.0381675
15.007 0.0378299
15.007 0.0374966
15.0048 0.0372338
15.0093 0.0371853
15.0127 0.0370206
15.0104 0.0367779
15.0099 0.0364718
15.006 0.0363728
15.0051 0.0360814
15.01 0.0361099
15.0099 0.0358152
15.0073 0.0356156
15.0066 0.0353361
15.0015 0.0354367
15.0034 0.0352116
15.0077 0.0352
15.0036 0.0351694
15.0043 0.0349052
15.001 0.0347926
14.998 0.0346619
14.9989 0.0344116
14.9985 0.0341554
14.9989 0.0339036
15.0038 0.034003
15.0028 0.0337687
15.0045 0.0335681
15.0054 0.0333368
15.0022 0.033253
15.0001 0.0330839
14.9967 0.0330197
14.9981 0.0328178
15.0001 0.0326512
14.9983 0.0324762
14.9969 0.0322855
14.9926 0.032349
14.9966 0.0323787
14.9993 0.0322749
15.0003 0.0320748
15.0055 0.0322879
15.0029 0.0321868
15.0031 0.0319766
15.0047 0.0318089
15.0008 0.0318384
14.998 0.0317561
14.9954 0.031664
14.9953 0.0314631
14.993 0.0313504
14.9895 0.0313453
14.9911 0.0311879
14.9892 0.0310504
14.9844 0.0312368
14.9865 0.0311206
14.9895 0.0310764
14.9887 0.0309006
14.9881 0.0307208
14.9859 0.0306158
14.9845 0.0304631
14.9858 0.0303081
14.9873 0.0301669
14.9857 0.0300326
14.9861 0.0298611
14.9883 0.0297731
14.9903 0.0296705
14.9929 0.0296143
14.9976 0.0298145
14.9997 0.0297254
14.9974 0.0296536
14.996 0.0295183
14.9937 0.0294489
14.9951 0.0293205
14.993 0.0292347
14.9961 0.0292396
14.9927 0.0292783
14.9911 0.0291632
14.9941 0.029161
14.9952 0.0290273
14.9957 0.0288764
14.9963 0.0287315
14.9961 0.0285813
14.9966 0.0284355
14.9975 0.0283031
14.9979 0.028159
14.9969 0.0280315
14.996 0.0279013
14.9959 0.0277595
14.9931 0.0277617
14.9928 0.0276233
14.9906 0.0275735
