0 -0.472116 0.0107198
1 -0.519955 0.00854236
2 -0.559449 0.00729873
3 -0.593961 0.00654519
4 -0.622614 0.00692298
5 -0.649277 0.0070195
6 -0.673803 0.0067562
7 -0.687191 0.00653584
8 -0.701464 0.00674817
9 -0.716013 0.0060055
10 -0.726198 0.00593014
11 -0.736929 0.00499038
12 -0.74517 0.00525137
13 -0.750316 0.00435381
14 -0.753181 0.00367498
15 -0.75936 0.00335516
16 -0.767546 0.00336038
17 -0.772124 0.00349271
18 -0.771617 0.00351758
19 -0.773613 0.00369239
20 -0.774323 0.00463826
21 -0.775074 0.00541404
22 -0.776812 0.00520138
23 -0.779533 0.00493195
24 -0.779888 0.00473621
25 -0.781403 0.00393281
26 -0.780357 0.00406561
27 -0.782466 0.00345762
28 -0.786705 0.00310641
29 -0.793197 0.00265173
30 -0.794155 0.00337962
31 -0.794631 0.00315763
32 -0.793971 0.00309589
33 -0.793353 0.00345968
34 -0.790356 0.00342076
35 -0.787693 0.0029412
36 -0.78883 0.0030605
37 -0.786065 0.00317159
38 -0.786735 0.00339126
39 -0.788805 0.00283474
40 -0.789849 0.00300733
41 -0.79114 0.00248307
42 -0.790541 0.00237547
43 -0.792552 0.00284518
44 -0.795125 0.00279497
45 -0.792158 0.00291808
46 -0.792284 0.0031135
47 -0.788986 0.00318534
48 -0.788244 0.00322183
49 -0.788505 0.00293509
50 -0.78868 0.0029775
51 -0.787887 0.00309511
52 -0.787494 0.00350069
53 -0.787963 0.00331934
54 -0.790641 0.00338105
55 -0.790491 0.00347713
56 -0.788977 0.00397208
57 -0.78299 0.00419139
58 -0.781925 0.00427631
59 -0.783689 0.00432416
60 -0.78508 0.00419465
61 -0.783414 0.00385894
62 -0.785709 0.00386411
63 -0.789769 0.0032022
64 -0.79349 0.00340492
65 -0.79288 0.00361221
66 -0.794342 0.00335277
67 -0.793299 0.00264757
68 -0.791959 0.00292112
69 -0.792468 0.00329572
70 -0.790479 0.00384993
71 -0.787806 0.00375933
72 -0.785585 0.00375892
73 -0.785378 0.00336497
74 -0.784331 0.00378115
75 -0.786029 0.00400587
76 -0.783144 0.0042637
77 -0.783006 0.00408453
78 -0.783945 0.00434854
79 -0.782847 0.00401947
80 -0.781036 0.00376854
81 -0.779581 0.00354633
82 -0.78074 0.00355471
83 -0.780982 0.00369252
84 -0.782905 0.00406745
85 -0.783315 0.00504647
86 -0.787461 0.00443953
87 -0.787954 0.00373352
88 -0.786959 0.00424685
89 -0.784423 0.00444767
90 -0.783011 0.00385515
91 -0.779726 0.00408071
92 -0.781215 0.00441126
93 -0.782878 0.00408865
94 -0.783176 0.00451526
95 -0.78522 0.00424166
96 -0.787785 0.00402309
97 -0.786935 0.00340127
98 -0.784434 0.00390452
99 -0.781075 0.00389984
100 -0.782118 0.00398531
101 -0.780663 0.0039932
102 -0.779575 0.00396325
103 -0.779758 0.00440913
104 -0.777761 0.00473741
105 -0.777354 0.00400599
106 -0.778827 0.00375759
107 -0.77929 0.00287234
108 -0.781875 0.00316391
109 -0.78137 0.00373604
110 -0.782205 0.00335841
111 -0.781844 0.0033713
112 -0.780944 0.00294436
113 -0.778083 0.00296876
114 -0.77533 0.00347036
115 -0.774283 0.00375273
116 -0.772348 0.00434215
117 -0.777322 0.00365615
118 -0.778238 0.00420305
119 -0.780219 0.00479737
120 -0.777934 0.00448202
121 -0.779809 0.00420801
122 -0.779505 0.00392326
123 -0.777704 0.00395486
124 -0.779825 0.00363197
125 -0.779127 0.00424834
126 -0.780275 0.00482559
127 -0.781229 0.00461872
128 -0.784184 0.00456606
129 -0.785543 0.00505422
130 -0.783901 0.00470397
131 -0.785128 0.00354564
132 -0.780759 0.00341059
133 -0.782494 0.00330146
134 -0.784816 0.00312804
135 -0.783885 0.00336673
136 -0.781606 0.00238018
137 -0.778503 0.00307393
138 -0.7801 0.00278409
139 -0.778512 0.00290508
140 -0.784806 0.00300768
141 -0.78762 0.00340989
142 -0.785329 0.00251022
143 -0.78433 0.00289107
144 -0.782315 0.0030372
145 -0.783045 0.0030886
146 -0.783789 0.00307605
147 -0.785861 0.00250879
148 -0.785529 0.00287461
149 -0.781432 0.00404509
150 -0.779283 0.00361142
151 -0.782308 0.00302384
152 -0.784895 0.00338538
153 -0.782548 0.00336802
154 -0.78127 0.0035077
155 -0.778878 0.00387211
156 -0.780573 0.00376677
157 -0.782499 0.00391409
158 -0.783752 0.00410663
159 -0.78342 0.00414229
160 -0.783603 0.00389532
161 -0.784689 0.00389871
162 -0.782302 0.00414212
163 -0.785178 0.00389452
164 -0.787478 0.00383543
165 -0.785396 0.00417529
166 -0.783075 0.00383654
167 -0.784742 0.00363601
168 -0.786517 0.00397719
169 -0.784816 0.00401962
170 -0.781276 0.00364268
171 -0.78038 0.00398046
172 -0.779926 0.00407732
173 -0.781015 0.00383693
174 -0.781238 0.00407183
175 -0.781176 0.00407808
176 -0.780836 0.00336118
177 -0.780383 0.00290444
178 -0.780231 0.0031463
179 -0.781796 0.00282276
180 -0.780781 0.00340554
181 -0.778095 0.00357926
182 -0.777536 0.00296665
183 -0.778412 0.00337671
184 -0.778655 0.00295252
185 -0.777674 0.00323417
186 -0.776427 0.00317945
187 -0.776392 0.00328153
188 -0.775125 0.00398564
189 -0.776283 0.00387623
190 -0.776316 0.00408868
191 -0.779062 0.00365339
192 -0.776928 0.00300145
193 -0.778154 0.00298002
194 -0.779233 0.00338183
195 -0.780166 0.00373264
196 -0.781254 0.00383265
197 -0.781779 0.00414761
198 -0.784797 0.00380323
199 -0.784673 0.00388233
200 -0.781884 0.00411392
201 -0.783293 0.0039366
202 -0.782561 0.00410153
203 -0.782046 0.00415037
204 -0.7828 0.00444593
205 -0.782042 0.00499556
206 -0.783238 0.0047344
207 -0.78193 0.00484119
208 -0.77861 0.00496986
209 -0.78057 0.00453555
210 -0.777528 0.00487959
211 -0.778917 0.00457929
212 -0.778338 0.0041724
213 -0.779248 0.00385263
214 -0.780024 0.00378308
215 -0.78139 0.0041596
216 -0.779803 0.0043358
217 -0.779671 0.00398912
218 -0.776057 0.00356614
219 -0.776316 0.00381034
220 -0.774113 0.00315716
221 -0.774608 0.00343041
222 -0.77445 0.00317955
223 -0.772481 0.00296784
