0 9.45922 1.06207
1 6.97537 1.14287
2 6.80556 0.91108
3 6.66828 1.12985
4 7.44756 0.968013
5 5.70346 1.40011
6 7.60999 0.749783
7 4.97013 1.01574
8 7.43905 0.930063
9 6.74883 0.891451
10 7.5342 1.20227
11 6.68565 1.00889
12 8.51866 0.848312
13 7.64409 0.927115
14 6.61029 1.23657
15 8.50351 1.08185
16 8.45205 1.22743
17 7.85662 1.19609
18 8.02927 0.964347
19 7.91376 0.915984
20 7.60841 0.971643
21 8.62841 1.14812
22 8.90286 1.23355
23 8.91043 0.931451
24 8.89797 0.940415
25 7.92254 0.963485
26 7.11837 0.970462
27 7.51262 1.07906
28 8.35661 1.05633
29 8.07105 1.02407
