2.791006673e+00 2.581651375e+00 2.452296370e+00 2.313204353e+00 2.195500392e+00 2.080975575e+00 1.993449876e+00 1.898521623e+00 1.816406168e+00 1.727385751e+00 1.660120448e+00 1.569299019e+00 1.503782788e+00 1.424059025e+00 1.355381488e+00 1.289908661e+00 1.227246752e+00 1.157498312e+00 1.111589596e+00 1.041987234e+00 1.001357376e+00 9.428406488e-01 8.854459789e-01 8.323997956e-01 7.913026152e-01 7.628727047e-01 7.035053609e-01 6.691908939e-01 6.324672409e-01 5.809865035e-01 5.539236325e-01 5.128846607e-01 4.769726030e-01 4.518018688e-01 4.125429383e-01 3.768622068e-01 3.467453594e-01 3.152577656e-01 2.843968589e-01 2.722235421e-01 2.446822879e-01 2.087574457e-01 1.913315763e-01 1.665630111e-01 1.369777038e-01 1.148095098e-01 8.637197798e-02 7.016454913e-02 5.699654335e-02 2.968685201e-02 1.341580058e-02 -5.036903823e-03 -1.918953213e-02 -3.894040329e-02 -4.677629824e-02 -6.821355611e-02 -8.219563883e-02 -9.493128839e-02 -1.073190080e-01 -1.234237207e-01 -1.372156139e-01 -1.389083172e-01 -1.602973169e-01 -1.749137051e-01 -1.723996378e-01 -1.912800159e-01 -1.988809628e-01 -2.046221407e-01 -2.100443355e-01 -2.222309681e-01 -2.226743791e-01 -2.306409279e-01 -2.354868864e-01 -2.432815700e-01 -2.472115875e-01 -2.445487480e-01 -2.485140980e-01 -2.524706267e-01 -2.533116308e-01 -2.490754751e-01 -2.428055224e-01 -2.518005758e-01 -2.389835313e-01 -2.370204610e-01 -2.264375609e-01 -2.237445200e-01 -2.222220369e-01 -2.197506086e-01 -1.988772168e-01 -2.042786515e-01 -1.798990697e-01 -1.929179839e-01 -1.693412170e-01 -1.670703995e-01 -1.215318264e-01 -1.408259118e-01 -1.068194341e-01 -8.709880553e-02 -7.042506019e-02 -7.341023218e-02 -4.210800145e-02 
2.698665712e+00 2.483375735e+00 2.355351357e+00 2.205825404e+00 2.109905968e+00 1.983636100e+00 1.903977369e+00 1.819147499e+00 1.746559654e+00 1.655979335e+00 1.569505479e+00 1.498047373e+00 1.423634110e+00 1.387314379e+00 1.300474679e+00 1.228679455e+00 1.170854384e+00 1.107274075e+00 1.064101103e+00 1.012907453e+00 9.521228636e-01 9.016624808e-01 8.495542352e-01 8.045939456e-01 7.667226849e-01 7.234392131e-01 6.873431086e-01 6.476780785e-01 6.070249833e-01 5.684003947e-01 5.341008457e-01 4.975379967e-01 4.681566935e-01 4.383511639e-01 3.849348905e-01 3.739838504e-01 3.342504732e-01 3.079511447e-01 2.828862675e-01 2.559223463e-01 2.216075874e-01 1.989873458e-01 1.760128188e-01 1.538586921e-01 1.274257023e-01 1.134058445e-01 8.608737383e-02 7.440644758e-02 5.779735919e-02 2.355168616e-02 5.684509640e-03 -6.055934087e-03 -2.837715795e-02 -4.556449496e-02 -5.992255052e-02 -7.398493926e-02 -8.102709989e-02 -1.019409248e-01 -1.170804072e-01 -1.277718081e-01 -1.370282475e-01 -1.415639914e-01 -1.641661503e-01 -1.708880156e-01 -1.751305790e-01 -1.985356726e-01 -1.972372256e-01 -2.067842786e-01 -2.150282056e-01 -2.222138044e-01 -2.310503863e-01 -2.373111672e-01 -2.318409865e-01 -2.456476296e-01 -2.448293203e-01 -2.471291156e-01 -2.563973651e-01 -2.384565977e-01 -2.530721576e-01 -2.496014847e-01 -2.416524236e-01 -2.486764052e-01 -2.355687917e-01 -2.388213031e-01 -2.475300739e-01 -2.186392982e-01 -2.354777509e-01 -2.300281388e-01 -2.059547324e-01 -2.090131344e-01 -1.915454670e-01 -1.762793359e-01 -1.738025762e-01 -1.471610992e-01 -1.450194880e-01 -1.238453659e-01 -9.659244650e-02 -8.261000643e-02 -8.457140221e-02 -5.266474841e-02 -1.383133937e-02 
2.665140616e+00 2.398776919e+00 2.239740021e+00 2.106079575e+00 1.994909682e+00 1.920775129e+00 1.808189566e+00 1.736167177e+00 1.642634973e+00 1.566639643e+00 1.484355100e+00 1.444996420e+00 1.368632062e+00 1.301472298e+00 1.252440425e+00 1.174148247e+00 1.138697866e+00 1.075522356e+00 1.044754473e+00 9.664014752e-01 9.273700958e-01 8.874570356e-01 8.361945747e-01 7.726746916e-01 7.507696914e-01 7.099267998e-01 6.663818037e-01 6.168799211e-01 5.849883811e-01 5.634753893e-01 5.171437722e-01 4.786307830e-01 4.408673389e-01 4.070827187e-01 3.812025782e-01 3.501401435e-01 3.395553657e-01 2.986958353e-01 2.788610129e-01 2.398769906e-01 2.105190321e-01 1.981291297e-01 1.672634049e-01 1.489270096e-01 1.237717297e-01 1.015125314e-01 7.438262905e-02 6.402609227e-02 4.012032352e-02 1.712535592e-02 -3.640820516e-03 -1.277214516e-02 -3.233291058e-02 -3.902006894e-02 -5.255248941e-02 -7.875639912e-02 -9.135096439e-02 -1.059606233e-01 -1.211142165e-01 -1.268979029e-01 -1.416838300e-01 -1.541958483e-01 -1.731528747e-01 -1.786192307e-01 -1.840559278e-01 -2.045482629e-01 -1.998476271e-01 -2.027145803e-01 -2.200834502e-01 -2.255007407e-01 -2.271046637e-01 -2.390541639e-01 -2.332645120e-01 -2.431429929e-01 -2.446069438e-01 -2.495650174e-01 -2.495060245e-01 -2.458779269e-01 -2.508502541e-01 -2.544721550e-01 -2.548018595e-01 -2.380046194e-01 -2.419257731e-01 -2.339809511e-01 -2.370538672e-01 -2.249311302e-01 -2.272975463e-01 -2.184797930e-01 -1.972180771e-01 -1.880393025e-01 -1.876926511e-01 -1.825111449e-01 -1.544153625e-01 -1.501271154e-01 -1.448849979e-01 -1.209459028e-01 -1.103987764e-01 -6.613041355e-02 -4.930191684e-02 -3.589024604e-02 -2.727221075e-02 
2.604979160e+00 2.360076611e+00 2.176695715e+00 2.051419711e+00 1.908906461e+00 1.786099011e+00 1.695226132e+00 1.647906792e+00 1.564018590e+00 1.481874184e+00 1.445922482e+00 1.369689760e+00 1.310278428e+00 1.228435638e+00 1.187324000e+00 1.148471158e+00 1.089740762e+00 1.022542352e+00 9.753184381e-01 9.413181999e-01 8.940513646e-01 8.576760489e-01 8.216641264e-01 7.459738997e-01 7.202887863e-01 6.676924185e-01 6.344432977e-01 6.050047261e-01 5.634337222e-01 5.155303812e-01 4.838935040e-01 4.644011107e-01 4.364306071e-01 4.008354374e-01 3.758330334e-01 3.415731180e-01 3.102791202e-01 2.814747479e-01 2.635467299e-01 2.307377497e-01 2.165809097e-01 1.787558625e-01 1.635628106e-01 1.387168370e-01 1.164584564e-01 1.028984900e-01 7.184101899e-02 5.685121173e-02 4.268745415e-02 1.551088210e-02 -8.260841404e-03 -2.397143170e-02 -4.240269409e-02 -5.961086372e-02 -6.545136310e-02 -8.585548690e-02 -9.686540564e-02 -1.150555608e-01 -1.257190683e-01 -1.381035492e-01 -1.542509642e-01 -1.583752908e-01 -1.595806590e-01 -1.817247106e-01 -1.914605642e-01 -1.912016788e-01 -2.062042683e-01 -2.043504250e-01 -2.226713297e-01 -2.226450631e-01 -2.352746286e-01 -2.359668036e-01 -2.327419129e-01 -2.382901447e-01 -2.460259611e-01 -2.483928669e-01 -2.486198152e-01 -2.525190857e-01 -2.504884070e-01 -2.468356333e-01 -2.624921050e-01 -2.483936958e-01 -2.408427994e-01 -2.405859038e-01 -2.283825554e-01 -2.146264409e-01 -2.021504182e-01 -2.102154559e-01 -2.186834614e-01 -1.924067448e-01 -1.914162897e-01 -1.778959150e-01 -1.816830423e-01 -1.583820341e-01 -1.379379407e-01 -1.299922901e-01 -9.490721407e-02 -1.080410386e-01 -4.848505612e-02 -5.938380252e-02 -4.117015917e-02 
2.621451075e+00 2.405642517e+00 2.128018038e+00 1.981437677e+00 1.840787978e+00 1.706622850e+00 1.628858810e+00 1.576408607e+00 1.494559664e+00 1.431383433e+00 1.378306222e+00 1.310113683e+00 1.259038560e+00 1.189330519e+00 1.153600695e+00 1.082090441e+00 1.026939443e+00 9.780868503e-01 9.350660511e-01 8.948203287e-01 8.538954752e-01 8.191672409e-01 7.702179787e-01 7.279421863e-01 6.951668292e-01 6.624117004e-01 6.073414617e-01 5.752972345e-01 5.375687619e-01 5.125115297e-01 4.727416089e-01 4.374003458e-01 4.104573254e-01 3.795181011e-01 3.570616464e-01 3.255121922e-01 3.047106774e-01 2.728717670e-01 2.549602557e-01 2.287808110e-01 1.915937318e-01 1.750191111e-01 1.549471871e-01 1.121434473e-01 1.000552338e-01 8.982889346e-02 6.654852358e-02 4.597196112e-02 2.036531742e-02 3.764455081e-03 -9.247513079e-03 -2.742220130e-02 -3.641939075e-02 -5.300078142e-02 -6.110475905e-02 -8.567389687e-02 -1.046304842e-01 -1.093816309e-01 -1.281387242e-01 -1.385321116e-01 -1.508438226e-01 -1.656283459e-01 -1.778328121e-01 -1.878715322e-01 -1.885347146e-01 -1.930179981e-01 -2.064275036e-01 -2.254033116e-01 -2.194894724e-01 -2.202854084e-01 -2.334023057e-01 -2.383936229e-01 -2.421835757e-01 -2.373758686e-01 -2.468410820e-01 -2.444327247e-01 -2.501934580e-01 -2.633248285e-01 -2.492374580e-01 -2.458054487e-01 -2.444655789e-01 -2.539194204e-01 -2.342445211e-01 -2.342268109e-01 -2.283665205e-01 -2.167088142e-01 -2.273804847e-01 -2.157692134e-01 -1.921475966e-01 -1.928830280e-01 -1.874869839e-01 -1.676785378e-01 -1.657791860e-01 -1.484268846e-01 -1.310032267e-01 -1.078263432e-01 -1.074298009e-01 -7.811801981e-02 -5.210837218e-02 -5.188719967e-02 -2.953641126e-02 
2.686571939e+00 2.362231607e+00 2.133323692e+00 1.935882314e+00 1.788622561e+00 1.657297242e+00 1.565069279e+00 1.486034514e+00 1.427908295e+00 1.339621229e+00 1.279889734e+00 1.220164496e+00 1.189102731e+00 1.127027396e+00 1.074080443e+00 1.049600335e+00 9.830385186e-01 9.300540086e-01 9.123712913e-01 8.557492967e-01 8.132200046e-01 7.818894410e-01 7.392015323e-01 7.074594016e-01 6.573893497e-01 6.097618315e-01 5.862806921e-01 5.609798639e-01 5.109874457e-01 4.855089250e-01 4.555140025e-01 4.292105811e-01 3.968654273e-01 3.640347512e-01 3.463472466e-01 3.066197994e-01 2.847093073e-01 2.563329596e-01 2.263713478e-01 2.129795945e-01 1.840750621e-01 1.720004277e-01 1.467012943e-01 1.163014286e-01 8.581505362e-02 7.856064330e-02 5.565779500e-02 3.145786797e-02 1.865740094e-02 -2.192245179e-03 -1.710628822e-02 -3.313713696e-02 -5.196814621e-02 -6.175319197e-02 -7.670454103e-02 -9.461121100e-02 -1.149335466e-01 -1.239964471e-01 -1.353077833e-01 -1.382910281e-01 -1.598145214e-01 -1.715581359e-01 -1.712533001e-01 -1.802068042e-01 -1.909673321e-01 -2.079487423e-01 -2.066237872e-01 -2.186213249e-01 -2.247130124e-01 -2.286547370e-01 -2.364787312e-01 -2.374225196e-01 -2.467748143e-01 -2.447636326e-01 -2.486646712e-01 -2.536569099e-01 -2.488832682e-01 -2.565575766e-01 -2.448189205e-01 -2.408496360e-01 -2.509024014e-01 -2.287904718e-01 -2.599406079e-01 -2.372447138e-01 -2.387556961e-01 -2.301859755e-01 -2.287800571e-01 -2.164080140e-01 -2.000119636e-01 -1.915786141e-01 -1.600547729e-01 -1.796280341e-01 -1.611204027e-01 -1.177164899e-01 -1.191889495e-01 -1.198113308e-01 -7.942032530e-02 -7.871249409e-02 -6.309345266e-02 -6.199096777e-02 -2.139588684e-02 
2.795088712e+00 2.454350934e+00 2.126574207e+00 1.907076460e+00 1.775563854e+00 1.631969553e+00 1.513857820e+00 1.435919631e+00 1.358191345e+00 1.296324831e+00 1.241405884e+00 1.189440847e+00 1.140425319e+00 1.083567854e+00 1.036123114e+00 9.855412472e-01 9.444499504e-01 8.830228201e-01 8.606148806e-01 8.242829754e-01 7.762868756e-01 7.460741614e-01 6.941124674e-01 6.748539157e-01 6.269568870e-01 5.938083321e-01 5.651578093e-01 5.305001456e-01 5.033195245e-01 4.620915734e-01 4.373043439e-01 3.958197445e-01 3.675838348e-01 3.548211237e-01 3.166980178e-01 3.030587518e-01 2.619816334e-01 2.359623230e-01 2.207165554e-01 1.946955075e-01 1.747244548e-01 1.556018341e-01 1.279124141e-01 1.101046602e-01 9.300572338e-02 7.164321865e-02 5.555156589e-02 2.474399628e-02 7.576205496e-03 -3.987487527e-03 -2.310305724e-02 -4.318810312e-02 -6.616197520e-02 -8.088943037e-02 -8.043438991e-02 -9.095327219e-02 -1.126353778e-01 -1.270583399e-01 -1.381050540e-01 -1.417168426e-01 -1.651665194e-01 -1.660943842e-01 -1.742893260e-01 -1.958758402e-01 -1.978220419e-01 -2.036813182e-01 -2.187911136e-01 -2.200571423e-01 -2.283949938e-01 -2.188861592e-01 -2.364900116e-01 -2.342992268e-01 -2.480278583e-01 -2.526158814e-01 -2.456553416e-01 -2.557426261e-01 -2.467579092e-01 -2.443079660e-01 -2.433557637e-01 -2.444036008e-01 -2.431777760e-01 -2.479765531e-01 -2.580966881e-01 -2.432525188e-01 -2.365630111e-01 -2.167894697e-01 -2.186460154e-01 -1.988453052e-01 -2.028678384e-01 -1.948976510e-01 -1.659472864e-01 -1.673980156e-01 -1.574479836e-01 -1.444585453e-01 -1.220117716e-01 -1.222200279e-01 -9.998616897e-02 -8.831255646e-02 -5.127892869e-02 -3.416668177e-02 -1.399522837e-02 
2.869907133e+00 2.443211671e+00 2.116699697e+00 1.890155353e+00 1.730030044e+00 1.610557203e+00 1.495274899e+00 1.372437383e+00 1.301975733e+00 1.231459733e+00 1.191915950e+00 1.120047161e+00 1.056409374e+00 1.024153159e+00 9.732199475e-01 9.396754089e-01 9.090352119e-01 8.456295325e-01 8.027161409e-01 7.668224891e-01 7.499514019e-01 7.089971721e-01 6.698131355e-01 6.375193436e-01 6.088312365e-01 5.596800202e-01 5.479056533e-01 5.107008242e-01 4.701211460e-01 4.457317893e-01 4.161424289e-01 3.790016438e-01 3.658215849e-01 3.251566816e-01 3.060622347e-01 2.837426219e-01 2.534582615e-01 2.361028984e-01 2.112825727e-01 1.896693567e-01 1.588339137e-01 1.408885641e-01 1.172758121e-01 8.949530007e-02 7.979256205e-02 5.197980802e-02 4.807407797e-02 2.620375611e-02 1.765955369e-04 -1.313256272e-02 -2.547278615e-02 -4.668839551e-02 -5.749030848e-02 -7.337089473e-02 -8.492157351e-02 -9.985181670e-02 -1.198941016e-01 -1.298547147e-01 -1.376560491e-01 -1.460366129e-01 -1.594468593e-01 -1.809558247e-01 -1.835115341e-01 -1.972459909e-01 -1.994940589e-01 -2.116414048e-01 -2.207485127e-01 -2.230546621e-01 -2.312162873e-01 -2.321954143e-01 -2.319753221e-01 -2.450748823e-01 -2.476205198e-01 -2.412699919e-01 -2.587601729e-01 -2.542084309e-01 -2.576162057e-01 -2.496821371e-01 -2.482382611e-01 -2.468442236e-01 -2.581162526e-01 -2.206891506e-01 -2.517968479e-01 -2.352262876e-01 -2.320512777e-01 -2.279123565e-01 -1.967741171e-01 -2.088324106e-01 -1.944663330e-01 -1.909864598e-01 -1.647712177e-01 -1.644339443e-01 -1.561888837e-01 -1.222862872e-01 -1.290807748e-01 -1.138718460e-01 -9.098998882e-02 -8.772159170e-02 -7.073845611e-02 -3.545314713e-02 -3.347458079e-02 
3.026231617e+00 2.547760830e+00 2.204073177e+00 1.928658386e+00 1.747550170e+00 1.549441825e+00 1.446444863e+00 1.343037324e+00 1.265124345e+00 1.203801265e+00 1.137795061e+00 1.048848055e+00 1.023188744e+00 9.865391753e-01 9.397157950e-01 9.020486278e-01 8.588259267e-01 8.176441949e-01 7.744989987e-01 7.486619784e-01 7.019701347e-01 6.864724531e-01 6.422061076e-01 5.964051332e-01 5.702390685e-01 5.473117944e-01 5.088805649e-01 4.759544078e-01 4.451029201e-01 4.174084186e-01 3.960358884e-01 3.717079526e-01 3.459016482e-01 3.109066575e-01 2.861968066e-01 2.654362160e-01 2.377105159e-01 2.094437268e-01 2.032430026e-01 1.733065773e-01 1.486688403e-01 1.257607521e-01 1.064455069e-01 8.516197699e-02 6.374482929e-02 4.724217685e-02 3.514348253e-02 1.427222754e-02 -1.010609206e-02 -1.757733336e-02 -4.114944806e-02 -5.505629029e-02 -7.279513495e-02 -8.076188736e-02 -9.924083796e-02 -1.125366965e-01 -1.195203336e-01 -1.344740079e-01 -1.498533463e-01 -1.581499252e-01 -1.679963540e-01 -1.861202699e-01 -1.861721051e-01 -1.931438440e-01 -2.074264881e-01 -2.064010284e-01 -2.263380468e-01 -2.362188275e-01 -2.356693278e-01 -2.389609652e-01 -2.415401805e-01 -2.420578360e-01 -2.425542536e-01 -2.500469101e-01 -2.677111750e-01 -2.537763311e-01 -2.591010492e-01 -2.456570282e-01 -2.569437397e-01 -2.431255335e-01 -2.459709529e-01 -2.407503015e-01 -2.190856694e-01 -2.393879801e-01 -2.244198146e-01 -2.249909473e-01 -2.065387574e-01 -2.005244545e-01 -1.991440498e-01 -1.872003364e-01 -1.724112755e-01 -1.554737028e-01 -1.650600595e-01 -1.386900820e-01 -1.134985502e-01 -8.562364271e-02 -9.883735764e-02 -6.002231998e-02 -6.252648983e-02 -2.878282312e-02 -3.631285273e-03 
3.184096281e+00 2.687420808e+00 2.220511477e+00 1.955249290e+00 1.744193232e+00 1.563177608e+00 1.394453869e+00 1.287253436e+00 1.219869741e+00 1.138819868e+00 1.065542938e+00 1.025497003e+00 9.773399949e-01 9.190144006e-01 8.867344818e-01 8.263169409e-01 8.116259755e-01 7.746876008e-01 7.378630792e-01 6.951283772e-01 6.720140195e-01 6.444907097e-01 6.047612180e-01 5.781789021e-01 5.574562265e-01 5.011269675e-01 4.883274035e-01 4.552593889e-01 4.225397551e-01 4.012809506e-01 3.722520735e-01 3.432416914e-01 3.286385561e-01 2.932459950e-01 2.654229569e-01 2.455442562e-01 2.295199892e-01 1.995469448e-01 1.749716396e-01 1.517309639e-01 1.331908395e-01 1.142211184e-01 8.828772682e-02 7.451883338e-02 5.458813287e-02 3.834338455e-02 2.548426203e-02 4.692462304e-03 -8.552405048e-03 -2.238725135e-02 -4.917005698e-02 -5.648595388e-02 -8.283317042e-02 -9.071336023e-02 -1.047685030e-01 -1.091886131e-01 -1.323557116e-01 -1.387405593e-01 -1.555704769e-01 -1.609990223e-01 -1.659712345e-01 -1.824970068e-01 -1.884775251e-01 -2.046944504e-01 -2.079902958e-01 -2.048037986e-01 -2.233524541e-01 -2.257802748e-01 -2.331176944e-01 -2.448578996e-01 -2.415346274e-01 -2.421833170e-01 -2.399611156e-01 -2.479917993e-01 -2.504594605e-01 -2.563061807e-01 -2.515130287e-01 -2.402401021e-01 -2.478017559e-01 -2.620762325e-01 -2.435019348e-01 -2.374943318e-01 -2.354819178e-01 -2.363801793e-01 -2.318028658e-01 -2.225745927e-01 -2.037174503e-01 -1.880314286e-01 -1.866486473e-01 -1.849560457e-01 -1.623311173e-01 -1.406027707e-01 -1.442321861e-01 -1.290228085e-01 -9.654215427e-02 -9.965162850e-02 -7.646478545e-02 -7.868100991e-02 -7.007715679e-02 -3.355787598e-02 1.698634722e-03 
